accession,keyword
O43916,Carbohydrate metabolism
O43916,Glycoprotein
O43916,Golgi apparatus
O43916,Inflammatory response
O43916,Membrane
O43916,Proteomics identification
O43916,Reference proteome
O43916,Signal-anchor
O43916,Transferase
O43916,Transmembrane
O43916,Transmembrane helix
O43918,3D-structure
O43918,Activator
O43918,Alternative splicing
O43918,Cytoplasm
O43918,Direct protein sequencing
O43918,Disease variant
O43918,DNA-binding
O43918,Metal-binding
O43918,Nucleus
O43918,Phosphoprotein
O43918,Proteomics identification
O43918,Reference proteome
O43918,Repeat
O43918,Transcription
O43918,Transcription regulation
O43918,Zinc
O43918,Zinc-finger
O43920,3D-structure
O43920,Disulfide bond
O43920,Electron transport
O43920,Membrane
O43920,Mitochondrion
O43920,Mitochondrion inner membrane
O43920,Proteomics identification
O43920,Reference proteome
O43920,Respiratory chain
O43920,Transport
O43921,3D-structure
O43921,Cell membrane
O43921,Disulfide bond
O43921,Glycoprotein
O43921,GPI-anchor
O43921,Lipoprotein
O43921,Membrane
O43921,Proteomics identification
O43921,Reference proteome
O43921,Signal
O43924,3D-structure
O43924,Cell projection
O43924,cGMP
O43924,Ciliopathy
O43924,Cytoplasm
O43924,Cytoplasmic vesicle
O43924,Cytoskeleton
O43924,Joubert syndrome
O43924,Membrane
O43924,Proteomics identification
O43924,Reference proteome
O43924,Sensory transduction
O43924,Vision
O43927,3D-structure
O43927,Chemotaxis
O43927,Cytokine
O43927,Disulfide bond
O43927,Inflammatory response
O43927,Proteomics identification
O43927,Reference proteome
O43927,Secreted
O43927,Signal
O43929,3D-structure
O43929,Alternative splicing
O43929,ATP-binding
O43929,Disease variant
O43929,DNA replication
O43929,DNA-binding
O43929,Dwarfism
O43929,Methylation
O43929,Nucleotide-binding
O43929,Nucleus
O43929,Proteomics identification
O43929,Reference proteome
O43933,Alternative splicing
O43933,Amelogenesis imperfecta
O43933,ATP-binding
O43933,Cytoplasm
O43933,Deafness
O43933,Disease variant
O43933,Hydrolase
O43933,Membrane
O43933,Nucleotide-binding
O43933,Peroxisome
O43933,Peroxisome biogenesis
O43933,Peroxisome biogenesis disorder
O43933,Phosphoprotein
O43933,Protein transport
O43933,Proteomics identification
O43933,Reference proteome
O43933,Repeat
O43933,Transport
O43933,Zellweger syndrome
O60216,3D-structure
O60216,Activator
O60216,Apoptosis
O60216,Cell cycle
O60216,Cell division
O60216,Centromere
O60216,Chromosome
O60216,Chromosome partition
O60216,Cytoplasm
O60216,Cytoskeleton
O60216,Developmental protein
O60216,Direct protein sequencing
O60216,Disease variant
O60216,DNA damage
O60216,DNA repair
O60216,DNA-binding
O60216,Intellectual disability
O60216,Isopeptide bond
O60216,Mitosis
O60216,Nucleus
O60216,Phosphoprotein
O60216,Proteomics identification
O60216,Reference proteome
O60216,Repressor
O60216,Transcription
O60216,Transcription regulation
O60216,Ubl conjugation
O60218,3D-structure
O60218,Acetylation
O60218,Lipid metabolism
O60218,Lysosome
O60218,NADP
O60218,Oxidoreductase
O60218,Proteomics identification
O60218,Reference proteome
O60218,Secreted
O60220,Chaperone
O60220,Deafness
O60220,Disease variant
O60220,Disulfide bond
O60220,Dystonia
O60220,Membrane
O60220,Metal-binding
O60220,Mitochondrion
O60220,Mitochondrion inner membrane
O60220,Phosphoprotein
O60220,Protein transport
O60220,Proteomics identification
O60220,Reference proteome
O60220,Translocation
O60220,Transport
O60220,Zinc
O60229,3D-structure
O60229,Alternative splicing
O60229,ATP-binding
O60229,Cytoplasm
O60229,Cytoskeleton
O60229,Disulfide bond
O60229,Guanine-nucleotide releasing factor
O60229,Immunoglobulin domain
O60229,Kinase
O60229,Magnesium
O60229,Metal-binding
O60229,Nucleotide-binding
O60229,Phosphoprotein
O60229,Proteomics identification
O60229,Reference proteome
O60229,Repeat
O60229,Serine/threonine-protein kinase
O60229,SH3 domain
O60229,Transferase
O60231,3D-structure
O60231,ATP-binding
O60231,Cytoplasm
O60231,Disease variant
O60231,Helicase
O60231,Hydrolase
O60231,Immunity
O60231,Innate immunity
O60231,mRNA processing
O60231,mRNA splicing
O60231,Neuropathy
O60231,Nucleotide-binding
O60231,Nucleus
O60231,Phosphoprotein
O60231,Proteomics identification
O60231,Reference proteome
O60231,Spliceosome
O60232,3D-structure
O60232,Acetylation
O60232,Cell cycle
O60232,Cell division
O60232,Cytoplasm
O60232,Metal-binding
O60232,Mitosis
O60232,Phosphoprotein
O60232,Proteomics identification
O60232,Reference proteome
O60232,Zinc
O60235,3D-structure
O60235,Cell membrane
O60235,Direct protein sequencing
O60235,Disulfide bond
O60235,Glycoprotein
O60235,Hydrolase
O60235,Membrane
O60235,Protease
O60235,Proteomics identification
O60235,Reference proteome
O60235,Secreted
O60235,Serine protease
O60235,Signal-anchor
O60235,Transmembrane
O60235,Transmembrane helix
O60235,Zymogen
O60237,Alternative promoter usage
O60237,Alternative splicing
O60237,ANK repeat
O60237,Cytoplasm
O60237,Cytoskeleton
O60237,Phosphoprotein
O60237,Proteomics identification
O60237,Reference proteome
O60237,Repeat
O60238,Alternative splicing
O60238,Apoptosis
O60238,Endoplasmic reticulum
O60238,Host-virus interaction
O60238,Membrane
O60238,Mitochondrion
O60238,Mitochondrion outer membrane
O60238,Nucleus
O60238,Phosphoprotein
O60238,Proteomics identification
O60238,Reference proteome
O60238,Transmembrane
O60238,Transmembrane helix
O60239,3D-structure
O60239,Alternative splicing
O60239,Coiled coil
O60239,Cytoplasmic vesicle
O60239,Guanine-nucleotide releasing factor
O60239,Membrane
O60239,Mitochondrion
O60239,Phosphoprotein
O60239,Proteomics identification
O60239,Reference proteome
O60239,SH3-binding
O60240,Endoplasmic reticulum
O60240,Lipid droplet
O60240,Lipid metabolism
O60240,Phosphoprotein
O60240,Proteomics identification
O60240,Reference proteome
O60241,3D-structure
O60241,Alternative splicing
O60241,Cell membrane
O60241,Direct protein sequencing
O60241,Disulfide bond
O60241,G protein-coupled receptor
O60241,Glycoprotein
O60241,Membrane
O60241,Phosphoprotein
O60241,Proteoglycan
O60241,Proteomics identification
O60241,Receptor
O60241,Reference proteome
O60241,Repeat
O60241,Secreted
O60241,Signal
O60241,Transducer
O60241,Transmembrane
O60241,Transmembrane helix
O60242,3D-structure
O60242,Alternative splicing
O60242,Cell membrane
O60242,Disulfide bond
O60242,G protein-coupled receptor
O60242,Glycoprotein
O60242,Membrane
O60242,Phosphoprotein
O60242,Proteomics identification
O60242,Receptor
O60242,Reference proteome
O60242,Repeat
O60242,Signal
O60242,Transducer
O60242,Transmembrane
O60242,Transmembrane helix
O60243,Alternative splicing
O60243,Coiled coil
O60243,Disease variant
O60243,Glycoprotein
O60243,Hypogonadotropic hypogonadism
O60243,Kallmann syndrome
O60243,Membrane
O60243,Proteomics identification
O60243,Reference proteome
O60243,Signal-anchor
O60243,Transferase
O60243,Transmembrane
O60243,Transmembrane helix
O60244,3D-structure
O60244,Activator
O60244,Direct protein sequencing
O60244,Nucleus
O60244,Phosphoprotein
O60244,Proteomics identification
O60244,Reference proteome
O60244,Repeat
O60244,Transcription
O60244,Transcription regulation
O60245,3D-structure
O60245,Alternative splicing
O60245,Calcium
O60245,Cell adhesion
O60245,Cell membrane
O60245,Glycoprotein
O60245,Membrane
O60245,Phosphoprotein
O60245,Proteomics identification
O60245,Reference proteome
O60245,Repeat
O60245,Signal
O60245,Transmembrane
O60245,Transmembrane helix
O60248,Activator
O60248,Alternative splicing
O60248,DNA-binding
O60248,Nucleus
O60248,Phosphoprotein
O60248,Proteomics identification
O60248,Reference proteome
O60248,Repressor
O60248,Transcription
O60248,Transcription regulation
O60256,3D-structure
O60256,Acetylation
O60256,Alternative splicing
O60256,Direct protein sequencing
O60256,Nucleotide biosynthesis
O60256,Phosphoprotein
O60256,Proteomics identification
O60256,Reference proteome
O60258,Alternative splicing
O60258,Developmental protein
O60258,Disease variant
O60258,Glycoprotein
O60258,Growth factor
O60258,Hypogonadotropic hypogonadism
O60258,Kallmann syndrome
O60258,Proteomics identification
O60258,Reference proteome
O60258,Secreted
O60258,Signal
O60259,3D-structure
O60259,Alternative splicing
O60259,Cytoplasm
O60259,Disulfide bond
O60259,Glycoprotein
O60259,Hydrolase
O60259,Protease
O60259,Proteomics identification
O60259,Reference proteome
O60259,Secreted
O60259,Serine protease
O60259,Signal
O60259,Zymogen
O60260,3D-structure
O60260,Alternative splicing
O60260,Autophagy
O60260,Cell projection
O60260,Cytoplasm
O60260,Disease variant
O60260,Endoplasmic reticulum
O60260,Isopeptide bond
O60260,Membrane
O60260,Metal-binding
O60260,Mitochondrion
O60260,Mitochondrion outer membrane
O60260,Neurodegeneration
O60260,Nucleus
O60260,Parkinson disease
O60260,Parkinsonism
O60260,Phosphoprotein
O60260,Proteomics identification
O60260,Reference proteome
O60260,Repeat
O60260,S-nitrosylation
O60260,Synapse
O60260,Transcription
O60260,Transcription regulation
O60260,Transferase
O60260,Ubl conjugation
O60260,Ubl conjugation pathway
O60260,Zinc
O60260,Zinc-finger
O60264,3D-structure
O60264,Acetylation
O60264,Chromatin regulator
O60264,Chromosome
O60264,Host-virus interaction
O60264,Hydrolase
O60264,Isopeptide bond
O60264,Nucleus
O60264,Phosphoprotein
O60264,Proteomics identification
O60264,Reference proteome
O60264,Repeat
O60264,Ubl conjugation
O60266,Alternative splicing
O60266,ATP-binding
O60266,Calmodulin-binding
O60266,cAMP biosynthesis
O60266,Cell membrane
O60266,Cell projection
O60266,Cytoplasm
O60266,Glycoprotein
O60266,Golgi apparatus
O60266,Isopeptide bond
O60266,Lyase
O60266,Magnesium
O60266,Manganese
O60266,Membrane
O60266,Metal-binding
O60266,Nucleotide-binding
O60266,Obesity
O60266,Olfaction
O60266,Phosphoprotein
O60266,Proteomics identification
O60266,Reference proteome
O60266,Repeat
O60266,Sensory transduction
O60266,Transmembrane
O60266,Transmembrane helix
O60266,Ubl conjugation
O60269,Proteomics identification
O60269,Reference proteome
O60271,3D-structure
O60271,Acetylation
O60271,Alternative splicing
O60271,Coiled coil
O60271,Cytoplasm
O60271,Cytoplasmic vesicle
O60271,Lysosome
O60271,Membrane
O60271,Phosphoprotein
O60271,Proteomics identification
O60271,Reference proteome
O60281,3D-structure
O60281,Acetylation
O60281,Alternative splicing
O60281,Autism spectrum disorder
O60281,Coiled coil
O60281,Disease variant
O60281,DNA-binding
O60281,Intellectual disability
O60281,Metal-binding
O60281,Nucleus
O60281,Phosphoprotein
O60281,Proteomics identification
O60281,Reference proteome
O60281,Repeat
O60281,Transcription
O60281,Transcription regulation
O60281,Zinc
O60281,Zinc-finger
O60282,Alternative splicing
O60282,ATP-binding
O60282,Cell projection
O60282,Coiled coil
O60282,Cytoplasm
O60282,Cytoskeleton
O60282,Disease variant
O60282,Hydrolase
O60282,Microtubule
O60282,Motor protein
O60282,Nucleotide-binding
O60282,Proteomics identification
O60282,Reference proteome
O60282,Transport
O60284,3D-structure
O60284,Coiled coil
O60284,DNA-binding
O60284,Metal-binding
O60284,Nucleus
O60284,Proteomics identification
O60284,Reference proteome
O60284,Repeat
O60284,Repressor
O60284,Transcription
O60284,Transcription regulation
O60284,Zinc
O60284,Zinc-finger
O60285,Acetylation
O60285,Alternative splicing
O60285,ATP-binding
O60285,Cell adhesion
O60285,Cytoplasm
O60285,DNA damage
O60285,Kinase
O60285,Magnesium
O60285,Metal-binding
O60285,Nucleotide-binding
O60285,Nucleus
O60285,Phosphoprotein
O60285,Proteomics identification
O60285,Reference proteome
O60285,Serine/threonine-protein kinase
O60285,Transferase
O60285,Ubl conjugation
O60291,Alternative splicing
O60291,Cell membrane
O60291,Cytoplasm
O60291,Endosome
O60291,Lipoprotein
O60291,Membrane
O60291,Metal-binding
O60291,Myristate
O60291,Nucleus
O60291,Phosphoprotein
O60291,Proteomics identification
O60291,Reference proteome
O60291,Transferase
O60291,Ubl conjugation
O60291,Ubl conjugation pathway
O60291,Zinc
O60291,Zinc-finger
O60292,Acetylation
O60292,Cataract
O60292,Cell membrane
O60292,Chromosomal rearrangement
O60292,Coiled coil
O60292,GTPase activation
O60292,Membrane
O60292,Phosphoprotein
O60292,Proteomics identification
O60292,Reference proteome
O60293,Acetylation
O60293,Alternative splicing
O60293,Coiled coil
O60293,Metal-binding
O60293,Nucleus
O60293,Phosphoprotein
O60293,Proteomics identification
O60293,Reference proteome
O60293,Repeat
O60293,TPR repeat
O60293,Zinc
O60293,Zinc-finger
O60294,Cytoplasm
O60294,Methyltransferase
O60294,Proteomics identification
O60294,Reference proteome
O60294,S-adenosyl-L-methionine
O60294,Transferase
O60294,tRNA processing
O60296,Alternative splicing
O60296,Coiled coil
O60296,Cytoplasm
O60296,Endosome
O60296,Glycoprotein
O60296,Mitochondrion
O60296,Phosphoprotein
O60296,Proteomics identification
O60296,Reference proteome
O60296,Transport
O60303,Cell projection
O60303,Ciliopathy
O60303,Coiled coil
O60303,Cytoplasm
O60303,Cytoskeleton
O60303,Joubert syndrome
O60303,Phosphoprotein
O60303,Proteomics identification
O60303,Reference proteome
O60304,Alternative splicing
O60304,DNA-binding
O60304,Metal-binding
O60304,Nucleus
O60304,Proteomics identification
O60304,Reference proteome
O60304,Repeat
O60304,Transcription
O60304,Transcription regulation
O60304,Zinc
O60304,Zinc-finger
O60306,3D-structure
O60306,Acetylation
O60306,ATP-binding
O60306,Helicase
O60306,Hydrolase
O60306,mRNA processing
O60306,mRNA splicing
O60306,Nucleotide-binding
O60306,Nucleus
O60306,Proteomics identification
O60306,Reference proteome
O60306,RNA-binding
O60306,Spliceosome
O60307,3D-structure
O60307,ATP-binding
O60307,Cytoplasm
O60307,Disease variant
O60307,Epilepsy
O60307,Intellectual disability
O60307,Kinase
O60307,Magnesium
O60307,Nucleotide-binding
O60307,Phosphoprotein
O60307,Proteomics identification
O60307,Reference proteome
O60307,Serine/threonine-protein kinase
O60307,Transferase
O60308,3D-structure
O60308,Alternative splicing
O60308,Cell projection
O60308,Ciliopathy
O60308,Coiled coil
O60308,Cytoplasm
O60308,Cytoskeleton
O60308,Disease variant
O60308,Intellectual disability
O60308,Joubert syndrome
O60308,Proteomics identification
O60308,Reference proteome
O60308,Repeat
O60312,Alternative splicing
O60312,ATP-binding
O60312,Cell membrane
O60312,Endoplasmic reticulum
O60312,Lipid transport
O60312,Magnesium
O60312,Membrane
O60312,Metal-binding
O60312,Nucleotide-binding
O60312,Phosphoprotein
O60312,Proteomics identification
O60312,Reference proteome
O60312,Translocase
O60312,Transmembrane
O60312,Transmembrane helix
O60312,Transport
O60313,3D-structure
O60313,Acetylation
O60313,Alternative splicing
O60313,Apoptosis
O60313,Cardiomyopathy
O60313,Coiled coil
O60313,Deafness
O60313,Disease variant
O60313,Disulfide bond
O60313,GTP-binding
O60313,Hydrolase
O60313,Lipid-binding
O60313,Membrane
O60313,Mitochondrion
O60313,Mitochondrion inner membrane
O60313,Neurodegeneration
O60313,Nucleotide-binding
O60313,Primary mitochondrial disease
O60313,Proteomics identification
O60313,Reference proteome
O60313,Sensory transduction
O60313,Transit peptide
O60313,Transmembrane
O60313,Transmembrane helix
O60313,Vision
O60315,3D-structure
O60315,Acetylation
O60315,Alternative splicing
O60315,Chromosome
O60315,Disease variant
O60315,DNA-binding
O60315,Epilepsy
O60315,Hirschsprung disease
O60315,Homeobox
O60315,Intellectual disability
O60315,Isopeptide bond
O60315,Metal-binding
O60315,Nucleus
O60315,Phosphoprotein
O60315,Proteomics identification
O60315,Reference proteome
O60315,Repeat
O60315,Repressor
O60315,Transcription
O60315,Transcription regulation
O60315,Ubl conjugation
O60315,Zinc
O60315,Zinc-finger
O60318,3D-structure
O60318,Acetylation
O60318,Acyltransferase
O60318,Alternative promoter usage
O60318,Chromosome
O60318,Coiled coil
O60318,Cytoplasm
O60318,Immunity
O60318,Intellectual disability
O60318,Methylation
O60318,mRNA transport
O60318,Neuropathy
O60318,Nuclear pore complex
O60318,Nucleus
O60318,Phosphoprotein
O60318,Protein transport
O60318,Proteomics identification
O60318,Reference proteome
O60318,Transferase
O60318,Translocation
O60318,Transport
O60331,3D-structure
O60331,Acetylation
O60331,Alternative splicing
O60331,ATP-binding
O60331,Cell adhesion
O60331,Cell junction
O60331,Cell membrane
O60331,Cell projection
O60331,Chemotaxis
O60331,Cytoplasm
O60331,Disease variant
O60331,Endocytosis
O60331,Exocytosis
O60331,Kinase
O60331,Lipid metabolism
O60331,Membrane
O60331,Methylation
O60331,Nucleotide-binding
O60331,Nucleus
O60331,Phagocytosis
O60331,Phosphoprotein
O60331,Proteomics identification
O60331,Reference proteome
O60331,Transferase
O60333,3D-structure
O60333,Acetylation
O60333,Alternative splicing
O60333,Apoptosis
O60333,ATP-binding
O60333,Charcot-Marie-Tooth disease
O60333,Coiled coil
O60333,Cytoplasm
O60333,Cytoplasmic vesicle
O60333,Cytoskeleton
O60333,Disease variant
O60333,Isomerase
O60333,Membrane
O60333,Microtubule
O60333,Mitochondrion
O60333,Motor protein
O60333,Neurodegeneration
O60333,Neuropathy
O60333,Nucleotide-binding
O60333,Phosphoprotein
O60333,Proteomics identification
O60333,Reference proteome
O60333,Synapse
O60336,Acetylation
O60336,Alternative splicing
O60336,Cytoplasm
O60336,Cytoskeleton
O60336,Disease variant
O60336,Nephronophthisis
O60336,Nucleus
O60336,Phosphoprotein
O60336,Proteomics identification
O60336,Reference proteome
O60336,Repeat
O60336,WD repeat
O60337,Acetylation
O60337,Alternative splicing
O60337,Endoplasmic reticulum
O60337,Epilepsy
O60337,Membrane
O60337,Metal-binding
O60337,Proteomics identification
O60337,Reference proteome
O60337,Transferase
O60337,Transmembrane
O60337,Transmembrane helix
O60337,Ubl conjugation
O60337,Ubl conjugation pathway
O60337,Zinc
O60337,Zinc-finger
O60341,3D-structure
O60341,Acetylation
O60341,Alternative splicing
O60341,Chromatin regulator
O60341,Chromosome
O60341,Coiled coil
O60341,Cushing syndrome
O60341,Developmental protein
O60341,Direct protein sequencing
O60341,Disease variant
O60341,FAD
O60341,Flavoprotein
O60341,Isopeptide bond
O60341,Nucleus
O60341,Oxidoreductase
O60341,Phosphoprotein
O60341,Proteomics identification
O60341,Reference proteome
O60341,Repressor
O60341,Transcription
O60341,Transcription regulation
O60341,Ubl conjugation
O60343,3D-structure
O60343,Acetylation
O60343,Alternative splicing
O60343,Cytoplasm
O60343,Diabetes mellitus
O60343,GTPase activation
O60343,Methylation
O60343,Phosphoprotein
O60343,Proteomics identification
O60343,Reference proteome
O60343,Repeat
O60346,Acetylation
O60346,Alternative splicing
O60346,Apoptosis
O60346,Cell membrane
O60346,Cytoplasm
O60346,Hydrolase
O60346,Leucine-rich repeat
O60346,Membrane
O60346,Nucleus
O60346,Phosphoprotein
O60346,Protein phosphatase
O60346,Proteomics identification
O60346,Reference proteome
O60346,Repeat
O60346,Tumor suppressor
O60353,3D-structure
O60353,Alternative splicing
O60353,Cell membrane
O60353,Cytoplasmic vesicle
O60353,Developmental protein
O60353,Disease variant
O60353,Disulfide bond
O60353,Endoplasmic reticulum
O60353,G protein-coupled receptor
O60353,Glycoprotein
O60353,Membrane
O60353,Phosphoprotein
O60353,Proteomics identification
O60353,Receptor
O60353,Reference proteome
O60353,Signal
O60353,Transducer
O60353,Transmembrane
O60353,Transmembrane helix
O60353,Ubl conjugation
O60353,Wnt signaling pathway
O60356,Activator
O60356,Alternative splicing
O60356,Cytoplasm
O60356,DNA-binding
O60356,Nucleus
O60356,Phosphoprotein
O60356,Proteomics identification
O60356,Reference proteome
O60356,Transcription
O60356,Transcription regulation
O60359,Calcium
O60359,Calcium channel
O60359,Calcium transport
O60359,Ion channel
O60359,Ion transport
O60359,Membrane
O60359,Phosphoprotein
O60359,Proteomics identification
O60359,Reference proteome
O60359,Transmembrane
O60359,Transmembrane helix
O60359,Transport
O60359,Voltage-gated channel
O60381,3D-structure
O60381,Alternative splicing
O60381,DNA-binding
O60381,Nucleus
O60381,Proteomics identification
O60381,Reference proteome
O60381,Repressor
O60381,Transcription
O60381,Transcription regulation
O60381,Ubl conjugation
O60381,Wnt signaling pathway
O60383,Cleavage on pair of basic residues
O60383,Cytokine
O60383,Disulfide bond
O60383,Glycoprotein
O60383,Growth factor
O60383,Phosphoprotein
O60383,Premature ovarian failure
O60383,Proteomics identification
O60383,Reference proteome
O60383,Secreted
O60383,Signal
O60391,Calcium
O60391,Cell membrane
O60391,Disulfide bond
O60391,Glycoprotein
O60391,Ion channel
O60391,Ion transport
O60391,Ligand-gated ion channel
O60391,Magnesium
O60391,Membrane
O60391,Postsynaptic cell membrane
O60391,Proteomics identification
O60391,Receptor
O60391,Reference proteome
O60391,Signal
O60391,Synapse
O60391,Transmembrane
O60391,Transmembrane helix
O60391,Transport
O60393,Alternative splicing
O60393,Developmental protein
O60393,Differentiation
O60393,Disease variant
O60393,DNA-binding
O60393,Homeobox
O60393,Nucleus
O60393,Oogenesis
O60393,Premature ovarian failure
O60393,Proteomics identification
O60393,Reference proteome
O60393,Transcription
O60393,Transcription regulation
O60423,Alternative splicing
O60423,ATP-binding
O60423,Cytoplasmic vesicle
O60423,Endoplasmic reticulum
O60423,Lipid transport
O60423,Magnesium
O60423,Membrane
O60423,Metal-binding
O60423,Nucleotide-binding
O60423,Proteomics identification
O60423,Reference proteome
O60423,Translocase
O60423,Transmembrane
O60423,Transmembrane helix
O60423,Transport
O60427,Acetylation
O60427,Alternative splicing
O60427,Electron transport
O60427,Endoplasmic reticulum
O60427,Fatty acid biosynthesis
O60427,Fatty acid metabolism
O60427,Lipid biosynthesis
O60427,Lipid metabolism
O60427,Membrane
O60427,Mitochondrion
O60427,Oxidoreductase
O60427,Proteomics identification
O60427,Reference proteome
O60427,Transmembrane
O60427,Transmembrane helix
O60427,Transport
O60437,3D-structure
O60437,Cell junction
O60437,Cell membrane
O60437,Coiled coil
O60437,Cytoplasm
O60437,Cytoskeleton
O60437,Keratinization
O60437,Membrane
O60437,Phosphoprotein
O60437,Proteomics identification
O60437,Reference proteome
O60437,Repeat
O60437,SH3 domain
O60443,3D-structure
O60443,Alternative splicing
O60443,Cell membrane
O60443,Cytoplasm
O60443,Deafness
O60443,Isopeptide bond
O60443,Lipoprotein
O60443,Membrane
O60443,Necrosis
O60443,Non-syndromic deafness
O60443,Palmitate
O60443,Proteomics identification
O60443,Reference proteome
O60443,Transmembrane
O60443,Transmembrane beta strand
O60443,Tumor suppressor
O60443,Ubl conjugation
O60447,Alternative splicing
O60447,Cell cycle
O60447,Cell division
O60447,Chromosomal rearrangement
O60447,Coiled coil
O60447,Cytoplasm
O60447,Cytoskeleton
O60447,Nucleus
O60447,Phosphoprotein
O60447,Proteomics identification
O60447,Reference proteome
O60447,Ubl conjugation
O60449,3D-structure
O60449,Alternative splicing
O60449,Direct protein sequencing
O60449,Disulfide bond
O60449,Endocytosis
O60449,Glycoprotein
O60449,Lectin
O60449,Membrane
O60449,Phosphoprotein
O60449,Proteomics identification
O60449,Receptor
O60449,Reference proteome
O60449,Repeat
O60449,Signal
O60449,Transmembrane
O60449,Transmembrane helix
O60462,3D-structure
O60462,Alternative splicing
O60462,Calcium
O60462,Developmental protein
O60462,Differentiation
O60462,Disulfide bond
O60462,Glycoprotein
O60462,Heparin-binding
O60462,Host-virus interaction
O60462,Membrane
O60462,Metal-binding
O60462,Neurogenesis
O60462,Proteomics identification
O60462,Receptor
O60462,Reference proteome
O60462,Repeat
O60462,Secreted
O60462,Signal
O60462,Transmembrane
O60462,Transmembrane helix
O60469,3D-structure
O60469,Alternative splicing
O60469,Cell adhesion
O60469,Cell membrane
O60469,Cell projection
O60469,Disulfide bond
O60469,Glycoprotein
O60469,Immunoglobulin domain
O60469,Membrane
O60469,Neurogenesis
O60469,Phosphoprotein
O60469,Proteomics identification
O60469,Reference proteome
O60469,Repeat
O60469,Secreted
O60469,Signal
O60469,Synapse
O60469,Transmembrane
O60469,Transmembrane helix
O60476,Acetylation
O60476,Calcium
O60476,Disulfide bond
O60476,Glycoprotein
O60476,Glycosidase
O60476,Golgi apparatus
O60476,Hydrolase
O60476,Membrane
O60476,Metal-binding
O60476,Proteomics identification
O60476,Reference proteome
O60476,Signal-anchor
O60476,Transmembrane
O60476,Transmembrane helix
O60477,Alternative splicing
O60477,Cell cycle
O60477,Cytoplasm
O60477,Glycoprotein
O60477,Growth arrest
O60477,Neurogenesis
O60477,Proteomics identification
O60477,Reference proteome
O60477,Signal
O60478,Autophagy
O60478,Glycoprotein
O60478,Lysosome
O60478,Membrane
O60478,Proteomics identification
O60478,Reference proteome
O60478,Transmembrane
O60478,Transmembrane helix
O60479,3D-structure
O60479,Activator
O60479,Amelogenesis imperfecta
O60479,Cytoplasm
O60479,Developmental protein
O60479,DNA-binding
O60479,Homeobox
O60479,Nucleus
O60479,Proteomics identification
O60479,Reference proteome
O60479,Transcription
O60479,Transcription regulation
O60481,3D-structure
O60481,Activator
O60481,Alternative splicing
O60481,Cytoplasm
O60481,Developmental protein
O60481,Differentiation
O60481,Disease variant
O60481,DNA-binding
O60481,Heterotaxy
O60481,Isopeptide bond
O60481,Metal-binding
O60481,Neurogenesis
O60481,Nucleus
O60481,Proteomics identification
O60481,Reference proteome
O60481,Repeat
O60481,Transcription
O60481,Transcription regulation
O60481,Triplet repeat expansion
O60481,Ubl conjugation
O60481,Zinc
O60481,Zinc-finger
O60486,3D-structure
O60486,Disulfide bond
O60486,Glycoprotein
O60486,Membrane
O60486,Phosphoprotein
O60486,Proteomics identification
O60486,Receptor
O60486,Reference proteome
O60486,Signal
O60486,Transmembrane
O60486,Transmembrane helix
O60487,Cell adhesion
O60487,Deafness
O60487,Disease variant
O60487,Disulfide bond
O60487,Glycoprotein
O60487,Immunoglobulin domain
O60487,Membrane
O60487,Non-syndromic deafness
O60487,Proteomics identification
O60487,Reference proteome
O60487,Signal
O60487,Transmembrane
O60487,Transmembrane helix
O60488,Alport syndrome
O60488,Alternative splicing
O60488,ATP-binding
O60488,Cell membrane
O60488,Deafness
O60488,Disease variant
O60488,Elliptocytosis
O60488,Endoplasmic reticulum
O60488,Fatty acid metabolism
O60488,Hereditary hemolytic anemia
O60488,Intellectual disability
O60488,Ligase
O60488,Lipid metabolism
O60488,Magnesium
O60488,Membrane
O60488,Mitochondrion
O60488,Mitochondrion outer membrane
O60488,Nucleotide-binding
O60488,Phosphoprotein
O60488,Proteomics identification
O60488,Reference proteome
O60488,Signal-anchor
O60488,Transmembrane
O60488,Transmembrane helix
O60493,3D-structure
O60493,Acetylation
O60493,Alternative splicing
O60493,Chromosomal rearrangement
O60493,Cytoplasmic vesicle
O60493,Direct protein sequencing
O60493,Endosome
O60493,Isopeptide bond
O60493,Lipid-binding
O60493,Methylation
O60493,Microphthalmia
O60493,Phosphoprotein
O60493,Protein transport
O60493,Proteomics identification
O60493,Reference proteome
O60493,Transport
O60493,Ubl conjugation
O60494,3D-structure
O60494,Calcium
O60494,Cell membrane
O60494,Cholesterol metabolism
O60494,Cleavage on pair of basic residues
O60494,Coated pit
O60494,Cobalamin
O60494,Cobalt
O60494,Direct protein sequencing
O60494,Disease variant
O60494,Disulfide bond
O60494,EGF-like domain
O60494,Endocytosis
O60494,Endosome
O60494,Glycoprotein
O60494,Lipid metabolism
O60494,Lysosome
O60494,Membrane
O60494,Metal-binding
O60494,Phosphoprotein
O60494,Protein transport
O60494,Proteomics identification
O60494,Receptor
O60494,Reference proteome
O60494,Repeat
O60494,Signal
O60494,Steroid metabolism
O60494,Sterol metabolism
O60494,Transport
O60496,3D-structure
O60496,Direct protein sequencing
O60496,Host-virus interaction
O60496,Phosphoprotein
O60496,Proteomics identification
O60496,Reference proteome
O60499,3D-structure
O60499,Acetylation
O60499,Alternative splicing
O60499,Coiled coil
O60499,Golgi apparatus
O60499,Membrane
O60499,Phosphoprotein
O60499,Protein transport
O60499,Proteomics identification
O60499,Reference proteome
