accession,has_pdb
P59998,True
P60002,True
P60006,True
P60008,False
P60014,False
P60022,True
P60033,True
P60059,True
P60174,True
P60201,True
P60228,True
P60321,False
P60323,False
P60328,False
P60329,False
P60368,False
P60370,False
P60371,False
P60372,False
P60409,False
P60410,False
P60411,False
P60412,False
P60468,True
P60484,True
P60507,False
P60508,True
P60510,False
P60520,True
P60568,True
P60602,False
P60604,True
P60660,False
P60709,True
P60763,True
P60842,True
P60852,False
P60866,True
P60880,True
P60891,True
P60896,True
P60900,True
P60903,True
P60953,True
P60981,False
P61006,True
P61009,True
P61011,True
P61018,True
P61019,True
P61020,True
P61024,True
P61026,True
P61073,True
P61077,True
P61081,True
P61086,True
P61088,True
P61106,True
P61158,True
P61160,True
P61163,True
P61165,True
P61201,True
P61204,True
P61218,True
P61221,True
P61224,True
P61225,True
P61244,True
P61247,True
P61254,True
P61266,False
P61278,True
P61289,True
P61296,False
P61313,True
P61326,True
P61328,True
P61353,True
P61371,False
P61421,True
P61457,False
P61513,True
P61586,True
P61587,True
P61599,True
P61601,False
P61604,True
P61619,True
P61626,True
P61647,False
P61758,True
P61764,True
P61769,True
P61803,True
P61812,True
P61916,True
P61923,True
P61925,True
P61927,True
P61952,False
P61956,True
P61960,True
P61962,False
P61964,True
P61966,True
P61968,True
P61970,True
P61978,True
P61981,True
P62068,True
P62070,True
P62072,True
P62079,False
P62081,True
P62136,True
P62140,False
P62166,True
P62191,True
P62195,True
P62241,True
P62244,True
P62249,True
P62253,True
P62256,True
P62258,True
P62263,True
P62266,True
P62269,True
P62273,True
P62277,True
P62280,True
P62304,True
P62306,True
P62308,True
P62310,True
P62312,True
P62314,True
P62316,True
P62318,True
P62324,False
P62328,True
P62330,True
P62333,True
P62341,False
P62380,False
P62424,True
P62487,True
P62491,True
P62495,True
P62508,True
P62633,False
P62699,True
P62701,True
P62714,False
P62736,False
P62745,True
P62750,True
P62753,True
P62760,False
P62805,True
P62807,True
P62820,True
P62826,True
P62829,True
P62834,True
P62837,True
P62841,True
P62847,True
P62851,True
P62854,True
P62857,True
P62861,True
P62873,True
P62875,True
P62877,True
P62879,True
P62888,True
P62891,True
P62899,True
P62906,True
P62910,True
P62913,True
P62917,True
P62937,True
P62942,True
P62945,True
P62952,False
P62955,False
P62979,True
P62987,True
P62993,True
P62995,True
P63000,True
P63010,True
P63027,True
P63092,True
P63096,True
P63098,True
P63104,True
P63128,True
P63146,True
P63151,True
P63162,True
P63165,True
P63167,True
P63172,True
P63173,True
P63208,True
P63211,True
P63215,False
P63218,False
P63220,True
P63241,True
P63244,True
P63252,True
P63261,True
P63267,True
P63272,True
P63279,True
P63316,True
P67775,True
P67809,True
P67812,True
P67870,True
P67936,False
P68032,True
P68036,True
P68104,True
P68106,True
P68133,True
P68363,True
P68366,False
P68371,True
P68400,True
P68402,True
P68431,True
P68543,False
P68871,True
P69849,False
P69891,True
P69892,True
P69905,True
P78310,True
P78312,False
P78314,True
P78316,True
P78317,True
P78318,True
P78324,True
P78325,True
P78329,False
P78330,True
P78332,False
P78333,False
P78334,False
P78337,False
P78344,True
P78345,True
P78346,True
P78347,True
P78348,True
P78352,True
P78356,True
P78357,False
P78358,True
P78362,True
P78363,True
P78364,True
P78367,False
P78368,True
P78369,False
P78371,True
P78380,True
P78381,False
P78382,False
P78383,True
P78385,False
P78386,False
P78395,False
P78396,False
P78406,True
P78410,True
P78411,False
P78412,False
P78413,False
P78415,False
P78417,True
P78423,True
P78424,False
P78426,False
P78504,True
P78508,False
P78509,True
P78524,False
P78527,True
P78536,True
P78537,False
P78539,False
P78540,True
P78543,True
P78545,True
P78549,True
P78552,True
P78556,True
P78559,False
P78560,True
P78562,False
P78563,True
P79483,True
P79522,False
P80075,True
P80098,True
P80108,False
P80162,True
P80188,True
P80192,True
P80217,False
P80294,False
P80297,False
P80303,False
P80365,False
P80370,True
P80404,False
P80511,True
P80723,False
P80748,False
P81133,False
P81172,True
P81274,True
P81408,False
P81534,True
P81605,True
P82094,False
P82251,True
P82279,True
P82650,True
P82930,True
P82932,True
P82979,True
P82987,False
P83105,False
P83110,True
P83111,True
P83369,True
P83436,False
P83731,True
P83876,True
P83881,True
P83916,True
P84022,True
P84074,True
P84077,True
P84085,True
P84090,True
P84095,True
P84098,True
P84103,True
P84243,True
P84550,False
P84996,False
P85037,True
P85298,False
P85299,False
P86397,True
P86452,False
P86479,False
P86480,False
P98066,True
P98073,True
P98077,False
P98082,True
P98088,True
P98095,False
P98153,False
P98155,True
P98160,True
P98161,True
P98164,True
P98168,False
P98170,True
P98171,True
P98172,True
P98173,False
P98174,False
P98175,True
P98177,True
P98179,True
P98182,False
P98187,False
P98194,True
P98196,False
P98198,False
P99999,True
Q00005,False
Q00013,True
Q00056,False
Q00059,True
Q00169,True
Q00266,True
Q00325,False
Q00341,True
Q00403,True
Q00444,False
Q00526,True
Q00532,True
Q00534,True
Q00535,True
Q00536,True
Q00537,False
Q00577,True
Q00587,False
Q00597,True
Q00604,True
Q00610,True
Q00613,True
Q00653,True
Q00688,True
Q00722,True
Q00765,False
Q00796,True
Q00839,False
Q00872,True
Q00887,False
Q00889,False
Q00973,True
Q00975,True
Q00978,False
Q00987,True
Q00994,False
Q00G26,False
Q00LT1,False
Q01064,True
Q01081,True
Q01082,True
Q01085,True
Q01094,True
Q01101,True
Q01105,True
Q01113,True
Q01118,True
Q01130,True
Q01151,True
Q01167,True
Q01196,True
Q01201,True
Q01344,True
Q01362,True
Q01415,True
Q01432,False
Q01433,True
Q01449,False
Q01453,False
Q01459,False
Q01469,True
Q01484,True
Q01518,True
Q01523,True
Q01524,True
Q01534,False
Q01538,True
Q01543,True
Q01546,False
Q01581,True
Q01628,False
Q01629,False
Q01638,True
Q01650,True
Q01658,True
Q01664,False
Q01668,True
Q01718,True
Q01726,True
Q01740,False
Q01780,True
Q01804,False
Q01813,True
Q01814,False
Q01826,True
Q01831,True
Q01844,True
Q01850,False
Q01851,False
Q01860,True
Q01892,False
Q01954,False
Q01955,True
Q01959,True
Q01968,True
Q01970,True
Q01973,True
Q01974,True
Q02040,False
Q02078,True
Q02080,True
Q02083,True
Q02086,False
Q02094,True
Q02108,True
Q02127,True
Q02153,True
Q02156,True
Q02161,False
Q02218,True
Q02221,False
Q02223,True
Q02224,True
Q02241,True
Q02246,True
Q02252,True
Q02297,True
Q02318,False
Q02363,True
Q02383,False
Q02388,False
Q02410,True
Q02413,False
Q02446,False
Q02447,False
Q02487,True
Q02505,False
Q02535,True
Q02539,True
Q02543,True
Q02548,True
Q02556,False
Q02575,False
Q02577,False
Q02641,True
Q02643,True
Q02742,False
Q02747,True
Q02750,True
Q02763,True
Q02779,True
Q02790,True
Q02809,False
Q02817,True
Q02818,True
Q02833,False
Q02846,False
Q02878,True
Q02880,True
Q02928,False
Q02930,False
Q02952,False
Q02962,False
Q02978,False
Q02985,False
Q03001,True
Q03013,True
Q03014,True
Q03052,False
Q03060,False
Q03111,True
Q03112,True
Q03113,True
Q03135,True
Q03154,True
Q03164,True
Q03167,True
Q03181,True
Q03188,True
Q03252,True
Q03393,True
Q03395,True
Q03403,False
Q03405,True
Q03426,True
Q03431,True
Q03468,True
Q03518,True
Q03519,True
Q03591,True
Q03692,True
Q03721,True
Q03923,False
Q03933,True
Q03989,False
Q04118,False
Q04206,True
Q04323,False
Q04446,True
Q04609,True
Q04637,True
Q04656,True
Q04671,False
Q04695,False
Q04721,True
Q04724,True
Q04725,False
Q04726,False
Q04727,False
Q04741,False
Q04743,False
Q04756,True
Q04759,True
Q04760,True
Q04771,True
Q04828,True
Q04837,True
Q04844,True
Q04864,False
Q04900,False
Q04912,True
Q04917,True
Q04941,False
Q05066,True
Q05084,False
Q05086,True
Q05193,True
Q05195,True
Q05209,True
Q05215,False
Q05315,True
Q05329,True
Q05397,True
Q05469,True
Q05481,False
Q05513,False
Q05516,True
Q05519,False
Q05586,True
Q05639,True
Q05655,True
Q05682,False
Q05707,False
Q05823,True
Q05901,True
Q05923,True
Q05925,False
Q05932,False
Q05940,True
Q05996,True
Q05BQ5,True
Q05D32,False
Q05D60,False
Q06033,False
Q06055,False
Q06124,True
Q06136,False
Q06141,True
Q06187,True
Q06190,True
Q06203,False
Q06210,True
Q06265,True
Q06278,True
Q06323,True
Q06330,True
Q06413,False
Q06416,False
Q06418,True
Q06432,False
Q06455,True
Q06481,True
Q06495,False
Q06520,True
Q06546,False
Q06547,False
Q06587,False
Q06609,True
Q06643,True
Q06710,True
Q06730,False
Q06787,True
Q06828,True
Q06830,True
Q06889,False
Q06945,False
Q07001,True
Q07002,False
Q07011,True
Q07020,True
Q07021,True
Q07065,False
Q07075,True
Q07092,False
Q07108,True
Q07157,True
Q07283,False
Q07325,False
Q07326,False
Q07343,True
Q07352,True
Q07444,False
Q07617,True
Q07627,False
Q07654,True
Q07666,True
Q07687,False
Q07699,True
Q07812,True
Q07817,True
Q07820,True
Q07837,True
Q07864,True
Q07866,True
Q07869,True
Q07889,True
Q07890,True
Q07912,True
Q07954,True
Q07955,True
Q07960,True
Q07973,False
Q08043,True
Q08050,True
Q08116,True
Q08117,False
Q08170,False
Q08174,True
Q08188,True
Q08209,True
Q08211,True
Q08257,True
Q08289,True
Q08334,True
Q08345,True
Q08357,False
Q08378,False
Q08379,True
Q08380,True
Q08397,False
Q08426,False
Q08431,False
Q08462,False
Q08477,False
Q08493,True
Q08495,True
Q08499,True
Q08554,True
Q08623,True
Q08629,False
Q08648,False
Q08708,True
Q08722,True
Q08752,False
Q08828,False
Q08830,True
Q08881,True
Q08945,True
Q08999,True
Q08AD1,False
Q08AE8,True
Q08AG5,False
Q08AG7,True
Q08AH1,False
Q08AH3,True
Q08AM6,True
Q08ET2,False
Q08J23,False
Q09013,True
Q09019,False
Q09028,True
Q09161,True
Q09327,False
Q09328,True
Q09428,True
Q09470,False
Q09472,True
Q09666,True
Q09FC8,False
Q0D2H9,False
Q0D2I5,True
Q0D2K0,False
Q0D2K3,False
Q0GE19,False
Q0IIM8,False
Q0JRZ9,True
Q0P5N6,False
Q0PNE2,False
Q0VAK6,False
Q0VAM2,False
Q0VAQ4,False
Q0VD83,False
Q0VD86,False
Q0VDD7,True
Q0VDD8,False
Q0VDF9,False
Q0VF96,False
Q0VG06,True
Q0VG99,False
Q0VGL1,True
Q0WX57,False
Q0ZGT2,False
Q10469,True
Q10471,True
Q10472,False
Q10567,True
Q10570,True
Q10571,False
Q10586,False
Q10587,True
Q10588,True
Q10589,True
Q10713,False
Q10981,False
Q11128,False
Q11130,False
Q11201,False
Q11203,False
Q11206,False
Q12756,True
Q12765,False
Q12767,True
Q12768,False
Q12769,True
Q12770,True
Q12772,True
Q12774,False
Q12778,True
Q12788,True
Q12789,True
Q12791,True
Q12792,True
Q12794,True
Q12797,True
Q12798,False
Q12800,False
Q12802,True
Q12805,False
Q12809,True
Q12815,False
Q12816,False
Q12824,True
Q12829,False
Q12830,True
Q12834,True
Q12836,False
Q12837,False
Q12840,True
Q12841,False
Q12846,False
Q12849,True
Q12851,False
Q12852,True
Q12857,True
Q12860,True
Q12864,True
Q12866,True
Q12870,False
Q12872,True
Q12873,False
Q12874,True
Q12879,True
Q12882,False
Q12884,True
Q12887,False
Q12888,True
Q12889,False
Q12891,False
Q12893,False
Q12894,False
Q12899,False
Q12901,False
Q12904,True
Q12905,False
Q12906,True
Q12907,False
Q12908,False
Q12912,True
Q12913,True
Q12918,True
Q12923,True
Q12926,False
Q12929,True
Q12931,True
Q12933,True
Q12934,False
Q12946,False
Q12947,False
Q12948,False
Q12950,False
Q12951,False
Q12952,False
Q12955,True
Q12959,True
Q12962,True
Q12965,False
Q12967,True
Q12968,True
Q12972,True
Q12974,True
Q12979,False
Q12980,True
Q12981,False
Q12982,False
Q12983,True
Q12986,False
Q12996,True
Q13002,True
Q13003,False
Q13007,True
Q13009,True
Q13011,True
Q13015,False
Q13017,True
Q13018,True
Q13021,False
Q13023,False
Q13029,True
Q13033,True
Q13042,True
Q13043,True
Q13045,False
Q13049,True
Q13057,False
Q13061,False
Q13064,False
Q13075,True
Q13077,True
Q13084,True
Q13085,True
Q13087,False
Q13093,True
Q13094,True
Q13098,True
Q13099,False
Q13105,True
Q13107,True
Q13111,True
Q13112,True
Q13113,True
Q13114,True
Q13115,True
Q13117,False
Q13118,True
Q13123,True
Q13126,True
Q13127,True
Q13129,False
Q13131,True
Q13133,True
Q13136,True
Q13137,True
Q13144,True
Q13145,False
Q13148,True
Q13151,False
Q13153,True
Q13155,True
Q13156,False
Q13158,True
Q13162,True
Q13163,True
Q13164,True
Q13177,True
Q13183,True
Q13185,True
Q13188,True
Q13190,True
Q13191,True
Q13200,True
Q13201,False
Q13202,True
Q13206,True
Q13207,False
Q13214,False
Q13216,True
Q13217,True
Q13219,True
Q13224,True
Q13227,True
Q13228,False
Q13231,True
Q13232,True
Q13233,True
Q13237,True
Q13239,True
Q13241,True
Q13242,False
Q13243,False
Q13247,True
Q13253,True
Q13255,True
Q13257,True
Q13258,True
Q13261,True
Q13263,True
Q13268,False
Q13275,False
Q13277,False
Q13283,True
Q13285,True
Q13286,False
Q13287,False
Q13291,True
Q13303,True
Q13308,True
Q13309,True
Q13310,False
Q13315,True
Q13316,False
Q13319,False
Q13322,True
Q13323,False
Q13324,True
Q13325,True
Q13326,False
Q13330,True
Q13332,True
Q13336,True
Q13342,True
Q13347,True
Q13349,False
Q13351,True
Q13352,True
Q13356,True
Q13360,False
Q13361,False
Q13362,True
Q13363,True
Q13367,False
Q13368,False
Q13370,True
Q13371,True
Q13387,True
Q13393,True
Q13394,True
Q13395,True
Q13398,False
Q13402,True
Q13404,True
Q13405,True
Q13409,True
Q13410,False
Q13415,True
Q13416,True
Q13418,True
Q13421,True
Q13422,True
Q13423,True
Q13424,False
Q13425,True
Q13426,True
Q13427,True
Q13428,False
Q13432,True
Q13433,False
Q13435,True
Q13438,True
Q13439,True
Q13443,False
Q13444,False
Q13445,True
Q13449,False
Q13451,True
Q13454,True
Q13459,True
Q13461,False
Q13464,True
Q13467,True
Q13469,True
Q13470,True
Q13472,True
Q13477,True
Q13478,True
Q13480,True
Q13485,True
Q13487,False
Q13488,False
Q13489,True
Q13490,True
Q13491,False
Q13492,False
Q13495,False
Q13496,False
Q13501,True
Q13503,True
Q13505,False
Q13507,True
Q13508,False
Q13509,True
Q13510,True
Q13515,False
Q13516,False
Q13519,True
Q13520,False
Q13522,False
Q13523,True
Q13526,True
Q13530,True
Q13535,True
Q13541,True
Q13542,True
Q13546,True
Q13547,True
Q13554,True
Q13555,True
Q13557,True
Q13561,True
Q13562,False
Q13563,True
Q13564,True
Q13568,True
Q13569,True
Q13571,False
Q13572,True
Q13573,True
Q13574,True
Q13576,True
Q13585,False
Q13586,True
Q13588,False
Q13591,True
Q13595,False
Q13596,True
Q13601,True
Q13608,False
Q13609,True
Q13610,False
Q13613,True
Q13614,True
Q13615,False
Q13616,True
Q13617,True
Q13618,True
Q13619,True
Q13620,True
Q13621,False
Q13625,True
Q13627,True
Q13630,True
Q13634,False
Q13635,True
Q13636,True
Q13637,True
Q13639,True
Q13641,True
Q13642,True
Q13643,True
Q13651,True
Q13671,False
Q13683,False
Q13685,False
Q13686,True
Q13698,True
Q13702,False
Q13705,True
Q13724,False
Q13733,True
Q13740,True
Q13751,False
Q13753,False
Q13761,True
Q13765,True
Q13769,True
Q13772,True
Q13790,False
Q13794,True
Q13795,False
Q13796,True
Q13797,False
Q13813,True
Q13822,True
Q13823,True
Q13825,True
Q13829,False
Q13835,True
Q13838,True
Q13867,True
Q13868,True
Q13873,True
Q13875,False
Q13882,True
Q13884,True
Q13885,True
Q13886,False
Q13887,True
Q13888,True
Q13889,True
Q13895,True
Q13901,False
Q13905,True
Q13907,True
Q13936,True
Q13939,False
Q13946,True
Q13948,True
Q13950,True
Q13951,True
Q13952,True
Q13956,False
Q13972,False
Q13976,True
Q14002,True
Q14003,False
Q14004,True
Q14005,True
Q14008,True
Q14011,True
Q14012,True
Q14019,True
Q14028,True
Q14031,False
Q14032,False
Q14050,True
Q14055,True
Q14061,True
Q14088,False
Q14103,True
Q14106,False
Q14108,True
Q14112,False
Q14114,True
Q14116,True
Q14117,True
Q14118,True
Q14119,False
Q14123,False
Q14126,True
Q14129,False
Q14134,True
Q14135,True
Q14137,True
Q14139,True
Q14140,False
Q14141,True
Q14142,True
Q14145,True
Q14147,False
Q14149,True
Q14151,False
Q14152,True
Q14153,False
Q14154,True
Q14155,True
Q14156,True
Q14157,False
Q14159,False
Q14160,True
Q14161,False
Q14162,True
Q14164,False
Q14165,True
Q14166,False
Q14168,True
Q14181,True
Q14183,True
Q14184,False
Q14185,True
Q14186,True
Q14188,True
Q14190,False
Q14191,True
Q14192,True
Q14194,True
Q14195,True
Q14197,True
Q14202,False
Q14203,True
Q14204,True
Q14207,False
Q14209,True
Q14210,False
Q14213,True
Q14232,True
Q14240,True
Q14241,True
Q14242,True
Q14244,True
Q14246,False
Q14247,True
Q14249,False
Q14254,True
Q14257,False
Q14258,True
Q14264,False
Q14289,True
Q14296,False
Q14314,False
Q14315,True
Q14318,True
Q14320,True
Q14324,True
Q14331,True
Q14332,True
Q14344,True
Q14353,True
Q14376,True
Q14392,True
Q14393,True
Q14397,True
Q14406,False
Q14410,False
Q14416,True
Q14432,True
Q14435,False
Q14442,False
Q14444,True
Q14449,True
Q14451,True
Q14457,True
Q14469,True
Q14493,True
Q14494,False
Q14498,True
Q14500,False
Q14508,False
Q14511,True
Q14512,False
Q14515,True
Q14517,False
Q14520,False
Q14524,True
Q14525,False
Q14526,False
Q14527,True
Q14532,False
Q14533,False
Q14534,True
Q14541,True
Q14542,False
Q14554,True
Q14558,True
Q14562,True
Q14563,False
Q14565,True
Q14566,True
Q14568,False
Q14571,False
Q14573,True
Q14574,False
Q14584,False
Q14585,False
Q14587,True
Q14592,False
Q14596,True
Q14623,True
Q14624,True
Q14626,True
Q14627,True
Q14642,False
Q14643,False
Q14644,False
Q14651,False
Q14653,True
Q14654,True
Q14656,False
Q14657,True
Q14667,False
Q14669,True
Q14671,True
Q14674,True
Q14676,True
Q14677,True
Q14678,True
Q14679,True
Q14680,True
Q14683,True
Q14684,True
Q14686,False
Q14687,False
Q14689,False
Q14690,True
Q14691,True
Q14692,True
Q14693,False
Q14694,True
Q14696,False
Q14697,True
Q14699,False
Q14703,True
Q14714,False
Q14721,True
Q14722,False
Q14728,True
Q14738,True
Q14739,True
Q14746,False
Q14749,True
Q14764,True
Q14765,False
Q14766,True
Q14767,False
Q14773,False
Q14774,False
Q14781,True
Q14789,False
Q14790,True
Q147X3,True
Q14802,False
Q14807,True
Q14814,True
Q14831,True
Q14832,True
Q14833,True
Q14839,True
Q14847,True
Q14849,True
Q14863,True
Q14865,True
Q14872,False
Q14894,True
Q14896,True
Q14914,True
Q14916,False
Q14919,True
Q14929,False
Q14934,True
Q14938,True
Q14940,False
Q14943,False
Q14953,False
Q14954,False
Q14956,False
Q14957,True
Q14964,False
Q14966,True
Q14973,True
Q14974,True
Q14978,False
Q14980,True
Q14982,True
Q14990,False
Q14993,False
Q14994,True
Q14995,True
Q14997,True
Q14999,True
Q149M9,False
Q149N8,True
Q14BN4,True
Q14C86,False
Q14CB8,False
Q14CM0,True
Q14CN2,False
Q14CN4,False
Q14CS0,True
Q14CW9,True
Q14CX7,True
Q14CZ0,False
Q14CZ7,False
Q14CZ8,True
Q14D04,False
Q14D33,False
Q15003,True
Q15004,True
Q15005,True
Q15006,True
Q15007,True
Q15008,True
Q15011,True
Q15012,False
Q15013,True
Q15014,False
Q15018,True
Q15019,True
Q15020,True
Q15021,False
Q15022,True
Q15024,True
Q15025,True
Q15027,True
Q15029,True
Q15031,False
Q15034,False
Q15036,True
Q15038,False
Q15040,False
Q15041,False
Q15042,True
Q15043,False
Q15046,True
Q15047,True
Q15049,False
Q15050,True
Q15051,False
Q15052,True
Q15054,True
Q15056,False
Q15057,True
Q15058,False
Q15059,True
Q15061,True
Q15063,True
Q15067,False
Q15070,True
Q15072,False
Q15075,True
Q15077,False
Q15078,True
Q15080,True
Q15084,True
Q15102,False
Q15109,True
Q15111,False
Q15113,True
Q15116,True
Q15118,True
Q15119,True
Q15120,True
Q15121,True
Q15124,True
Q15125,True
Q15126,True
Q15131,False
Q15139,False
Q15147,False
Q15149,True
Q15154,True
Q15155,False
Q15165,False
Q15166,False
Q15170,False
Q15172,True
Q15173,False
Q15181,True
Q15185,True
Q15208,True
Q15223,True
Q15233,True
Q15256,True
Q15257,True
Q15262,True
Q15269,True
Q15274,True
Q15276,True
Q15283,False
Q15286,True
Q15287,True
Q15291,True
Q15293,False
Q15303,True
Q15306,True
Q15311,True
Q15319,False
Q15323,False
Q15326,True
Q15327,False
Q15329,True
Q15334,True
Q15345,False
Q15349,False
Q15361,False
Q15363,True
Q15365,True
Q15366,True
Q15369,True
Q15370,True
Q15375,True
Q15382,True
Q15386,True
Q15388,True
Q15389,True
Q15392,False
Q15393,True
Q15397,True
Q15398,True
Q15399,True
Q15406,False
Q15413,True
Q15415,False
Q15417,False
Q15418,True
Q15424,False
Q15427,True
Q15428,True
Q15431,True
Q15435,True
Q15436,True
Q15437,False
Q15438,True
Q15459,True
Q15464,False
Q15465,True
Q15466,True
Q15468,True
Q15475,True
Q15477,True
Q15485,True
Q15493,True
Q15506,True
Q15517,False
Q15526,False
Q15528,True
Q15532,True
Q15542,True
Q15543,True
Q15544,True
Q15545,True
Q15546,False
Q15554,True
Q15555,False
Q15560,True
Q15561,True
Q15562,True
Q15569,False
Q15572,False
Q15573,False
Q15582,True
Q15583,True
Q15596,True
Q15599,True
Q155Q3,True
Q15617,False
Q15628,True
Q15629,False
Q15631,True
Q15633,True
Q15637,True
Q15642,True
Q15643,False
Q15645,True
Q15646,True
Q15648,True
Q15649,True
Q15650,True
Q15652,True
Q15653,True
Q15654,True
Q15661,True
Q15669,False
Q15672,True
Q15678,True
Q15691,True
Q15696,False
Q15697,True
Q15699,False
Q15700,True
Q15714,False
Q15717,True
Q15722,True
Q15723,False
Q15726,True
Q15735,False
Q15738,True
Q15742,False
Q15743,True
Q15744,True
Q15746,True
Q15750,True
Q15751,True
Q15758,True
Q15759,True
Q15761,False
Q15762,True
Q15768,True
Q15771,True
Q15772,True
Q15776,False
Q15777,False
Q15782,True
Q15784,False
Q15785,False
Q15788,True
Q15796,True
Q15797,True
Q15800,False
Q15811,True
Q15813,True
Q15814,True
Q15818,True
Q15819,True
Q15822,True
Q15825,True
Q15828,True
Q15831,True
Q15833,True
Q15834,False
Q15835,True
Q15836,False
Q15842,False
Q15843,True
Q15848,True
Q15849,True
Q15853,True
Q15858,True
Q15878,True
Q15884,False
Q15904,True
Q15906,True
Q15907,True
Q15910,True
Q15911,True
Q15915,False
Q15916,False
Q15928,False
Q15935,False
Q15937,False
Q15942,False
Q15973,False
Q16082,True
Q16099,False
Q16134,False
Q16143,False
Q16181,True
Q16186,True
Q16204,False
Q16206,False
Q16222,True
Q16236,True
Q16254,True
Q16270,True
Q16280,True
Q16281,True
Q16288,True
Q16322,False
Q16342,False
Q16348,True
Q16352,False
Q16363,False
Q16384,True
Q16385,True
Q16394,True
Q16401,False
Q16445,False
Q16478,False
Q16512,True
Q16513,True
Q16514,True
Q16515,True
Q16518,False
Q16520,False
Q16526,False
Q16527,False
Q16531,True
Q16533,True
Q16534,False
Q16537,True
Q16539,True
Q16540,True
Q16543,True
Q16548,True
Q16549,False
Q16552,True
Q16553,False
Q16555,True
Q16558,False
Q16560,True
Q16563,False
Q16566,True
Q16568,True
Q16570,True
Q16572,True
Q16576,True
Q16581,True
Q16584,True
Q16585,False
Q16586,False
Q16587,False
Q16594,True
Q16595,True
Q16600,False
Q16602,True
Q16610,False
Q16611,True
Q16612,False
Q16613,True
Q16617,False
Q16619,False
Q16620,True
Q16621,True
Q16623,False
Q16625,True
Q16627,True
Q16629,True
Q16630,True
Q16633,True
Q16635,False
Q16637,True
Q16643,True
Q16644,True
Q16647,True
Q16649,True
Q16650,False
Q16651,True
Q16653,False
Q16654,True
Q16655,True
Q16656,True
Q16658,True
Q16659,True
Q16661,True
Q16663,True
Q16665,True
Q16666,True
Q16667,True
Q16670,False
Q16671,True
Q16674,True
Q16676,False
Q16678,True
Q16690,True
Q16695,True
Q16696,True
Q16698,True
Q16706,False
Q16718,True
Q16719,True
Q16720,False
Q16739,False
Q16740,True
Q16760,True
Q16762,True
Q16763,True
Q16769,True
Q16772,True
Q16773,True
Q16774,True
Q16775,True
Q16777,True
Q16778,True
Q16787,False
Q16790,True
Q16795,True
Q16798,True
Q16799,False
Q16816,True
Q16819,True
Q16820,True
Q16821,True
Q16822,False
Q16825,True
Q16827,True
Q16828,True
Q16829,True
Q16831,True
Q16832,True
Q16836,True
Q16842,False
Q16849,True
Q16850,True
Q16851,True
Q16853,True
Q16854,True
Q16864,True
Q16873,True
Q16875,True
Q16877,False
Q16878,True
Q16880,False
Q16881,True
Q16890,False
Q16891,False
Q17R31,True
Q17R60,False
Q17R89,False
Q17R98,True
Q17RB8,False
Q17RD7,False
Q17RS7,True
Q17RW2,False
Q17RY0,True
Q18PE1,False
Q19AV6,False
Q19T08,False
Q1EHB4,False
Q1HG43,True
Q1HG44,False
Q1L5Z9,False
Q1MSJ5,False
Q1MX18,True
Q1RMZ1,False
Q1W6H9,False
Q24JP5,False
Q24JQ0,False
Q27J81,True
Q29980,True
Q29983,True
Q29RF7,False
Q2HXU8,False
Q2I0M4,True
Q2I0M5,False
Q2KHM9,False
Q2KHN1,False
Q2KHR2,True
Q2KHT3,False
Q2KHT4,False
Q2LD37,False
Q2M1K9,True
Q2M1P5,True
Q2M1V0,False
Q2M1Z3,False
Q2M2E3,False
Q2M2I5,False
Q2M2I8,True
Q2M2Z5,False
Q2M385,True
Q2M389,False
Q2M3C6,False
Q2M3C7,False
Q2M3G0,False
Q2M3M2,False
Q2M3R5,False
Q2M3T9,False
Q2M3X9,False
Q2MKA7,True
Q2MV58,False
Q2NKJ3,True
Q2NKQ1,False
Q2NKX8,True
Q2NL67,False
Q2PPJ7,True
Q2Q1W2,True
Q2QGD7,False
Q2T9J0,False
Q2TAA5,False
Q2TAC2,False
Q2TAC6,False
Q2TAK8,True
Q2TAL6,False
Q2TAL8,True
Q2TAY7,True
Q2TAZ0,True
Q2TB10,False
Q2TB18,False
Q2TB90,False
Q2TBA0,True
Q2TBE0,True
Q2UY09,False
Q2V2M9,False
Q2VIQ3,False
Q2VPA4,False
Q2VPB7,True
Q2VPK5,False
Q2VWA4,False
Q2WEN9,False
Q2WGJ6,False
Q2WGJ9,False
Q2Y0W8,True
Q2YD98,True
Q30154,True
Q30201,True
Q30KQ6,False
Q32M45,False
Q32M88,False
Q32MK0,False
Q32MQ0,True
Q32MZ4,True
Q32NB8,False
Q32NC0,False
Q32P28,True
Q32P41,False
Q32P44,False
Q330K2,False
Q33E94,False
Q38SD2,True
Q3B726,True
Q3B7T1,False
Q3B820,False
Q3I5F7,False
Q3KNS1,False
Q3KNS6,False
Q3KNT9,True
Q3KNV8,False
Q3KNW5,False
Q3KP22,True
Q3KP44,False
Q3KP66,False
Q3KQV3,False
Q3KR16,False
Q3KR37,False
Q3KRA9,True
Q3KRB8,False
Q3L8U1,False
Q3LHN2,False
Q3LI59,False
Q3LI64,False
Q3LI66,False
Q3LI67,False
Q3LI70,False
Q3LI72,False
Q3LI76,False
Q3LIE5,False
Q3LXA3,False
Q3MHD2,False
Q3MII6,False
Q3MIR4,True
Q3MIT2,True
Q3MJ16,False
Q3MJ62,False
Q3MUY2,False
Q3SX64,False
Q3SXM5,False
Q3SXP7,False
Q3SXY7,False
Q3SXY8,False
Q3SY00,False
Q3SY46,False
Q3SY56,False
Q3SY69,False
