pubmed_id,first_author,pub_date,journal,study_title
41044249,Zoodsma M,2025-10-03,Nat Genet,A genetic map of human metabolism across the allele frequency spectrum.
35347128,Yin X,2022-03-28,Nat Commun,Genome-wide association studies of metabolites in Finnish men identify disease-relevant loci.
38412862,Suhre K,2024-02-20,Cell Genom,Genetic associations with ratios between protein levels detect new pQTLs and reveal protein-protein interactions.
40770095,UK Biobank Whole-Genome Sequencing Consortium,2025-08-06,Nature,"Whole-genome sequencing of 490,640 UK Biobank participants."
33462484,Sinnott-Armstrong N,2021-01-18,Nat Genet,Genetics of 35 blood and urine biomarkers in the UK Biobank.
41896352,Kim HI,2026-03-27,Nat Genet,"Exome sequencing and analysis of 44,028 British South Asians enriched for high autozygosity."
29875488,Sun BB,2018-06-06,Nature,Genomic atlas of the human plasma proteome.
32888493,Chen MH,2020-09-01,Cell,"Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations."
40436827,Jee YH,2025-05-28,Nat Commun,Genome-wide association studies in a large Korean cohort identify quantitative trait loci for 36 traits and illuminate their genetic architectures.
34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.
32888494,Vuckovic D,2020-09-01,Cell,The Polygenic and Monogenic Basis of Blood Traits and Diseases.
42097137,Koprulu M,2026-05-06,Cell,Multi-cohort proteogenomic analyses reveal genetic effects across the proteome and diseasome.
33887147,Young WJ,2021-04-22,Circ Genom Precis Med,Genetically-Determined Serum Calcium Levels and Markers of Ventricular Repolarisation: A Mendelian Randomization Study in the UK Biobank.
36357675,Surendran P,2022-11-10,Nat Med,Rare and common genetic determinants of metabolic individuality and their effects on human health.
35050183,Hysi PG,2022-01-11,Metabolites,Metabolome Genome-Wide Association Study Identifies 74 Novel Genomic Regions Influencing Plasma Metabolites Levels.
34648354,Pietzner M,2021-11-12,Science,Mapping the proteo-genomic convergence of human diseases.
38448586,Karjalainen MK,2024-03-06,Nature,Genome-wide characterization of circulating metabolic biomarkers.
35213538,Richardson TG,2022-02-25,PLoS Biol,Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.
32042192,Ruth KS,2020-02-10,Nat Med,Using human genetics to understand the disease impacts of testosterone in men and women.
40050429,Roselli C,2025-03-06,Nat Genet,"Meta-analysis of genome-wide associations and polygenic risk prediction for atrial fibrillation in more than 180,000 cases."
34887591,Graham SE,2021-12-09,Nature,The power of genetic diversity in genome-wide association studies of lipids.
27863252,Astle WJ,2016-11-17,Cell,The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.
21757650,Debette S,2011-07-14,Circ Res,Identification of cis- and trans-acting genetic variants explaining up to half the variation in circulating vascular endothelial growth factor levels.
40789849,Yang C,2025-08-11,Nat Commun,European and African ancestry-specific plasma protein-QTL and metabolite-QTL analyses identify ancestry-specific T2D effector proteins and metabolites.
34349265,Ruth KS,2021-08-04,Nature,Genetic insights into biological mechanisms governing human ovarian ageing.
38374256,Suzuki K,2024-02-19,Nature,Genetic drivers of heterogeneity in type 2 diabetes pathophysiology.
39528825,Western D,2024-11-11,Nat Genet,Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.
30388399,Ligthart S,2018-11-01,Am J Hum Genet,"Genome Analyses of >200,000 Individuals Identify 58 Loci for Chronic Inflammation and Highlight Pathways that Link Inflammation and Complex Disorders."
38728357,Xie Z,2024-05-10,PLoS Genet,iGWAS: Image-based genome-wide association of self-supervised deep phenotyping of retina fundus images.
32929287,Orru V,2020-09-14,Nat Genet,Complex genetic signatures in immune cells underlie autoimmunity and inform therapy.
37277652,Schlosser P,2023-06-05,Nat Genet,Genetic studies of paired metabolomes reveal enzymatic and transport processes at the interface of plasma and urine.
36050321,Young WJ,2022-09-01,Nat Commun,Genetic analyses of the electrocardiographic QT interval and its components identify additional loci and pathways.
36635386,Chen Y,2023-01-12,Nat Genet,Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases.
41644669,White SL,2026-02-05,Nat Genet,Global multi-ancestry genome-wide analyses identify genes and biological pathways associated with thyroid cancer and benign thyroid diseases.
39927731,D'Antonio M,2025-02-10,Hum Mol Genet,Genetic analysis of elevated levels of creatinine and cystatin C biomarkers reveals novel genetic loci associated with kidney function.
41501457,Hujoel MLA,2026-01-07,Nature,"Insights into DNA repeat expansions among 900,000 biobank participants."
36154123,Thibord F,2022-09-26,Circulation,Cross-Ancestry Investigation of Venous Thromboembolism Genomic Predictors.
41325697,Noordam R,2025-11-26,Atherosclerosis,"Genome-wide gene-sleep interaction study identifies novel lipid loci in 732,564 participants."
38453145,Michalek DA,2024-03-07,Hum Mol Genet,A multi-ancestry genome-wide association study in type 1 diabetes.
42432248,Chai RC,2026-07-10,Nat Genet,Multiscale analysis and functional validation of the cellular and genetic determinants of skeletal disease.
37872160,Williams AT,2023-10-23,Nat Commun,"Genome-wide association study of thyroid-stimulating hormone highlights new genes, pathways and associations with thyroid disease."
38632349,Ghouse J,2024-04-17,Nat Genet,Integrative common and rare variant analyses provide insights into the genetic architecture of liver cirrhosis.
38116116,Chen CY,2023-11-16,Cell Genom,"Analysis across Taiwan Biobank, Biobank Japan, and UK Biobank identifies hundreds of novel loci for 36 quantitative traits."
37101235,Ali M,2023-04-26,Acta Neuropathol Commun,Large multi-ethnic genetic analyses of amyloid imaging identify new genes for Alzheimer disease.
37563310,Zhao JH,2023-08-10,Nat Immunol,Genetics of circulating inflammatory proteins identifies drivers of immune-mediated disease risk and therapeutic targets.
42054495,Western D,2026-04-29,Sci Transl Med,Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.
31900758,Han X,2020-01-03,Eur J Epidemiol,Using Mendelian randomization to evaluate the causal relationship between serum C-reactive protein levels and age-related macular degeneration.
39406924,Major TJ,2024-10-15,Nat Genet,A genome-wide association analysis reveals new pathogenic pathways in gout.
35710981,Liu H,2022-06-16,Nat Genet,"Epigenomic and transcriptomic analyses define core cell types, genes and targetable mechanisms for kidney disease."
30837465,Wittemans LBL,2019-03-05,Nat Commun,Assessing the causal association of glycine with risk of cardio-metabolic diseases.
32339537,Roberts V,2020-04-24,J Invest Dermatol,Genome wide association study identifies genetic associations with perceived age.
30586737,Sabater-Lleal M,2018-11-20,Circulation,Genome-Wide Association Trans-Ethnic Meta-Analyses Identifies Novel Associations Regulating Coagulation Factor VIII and von Willebrand Factor Plasma Levels.
37945903,Wang A,2023-11-09,Nat Genet,Characterizing prostate cancer risk through multi-ancestry genome-wide discovery of 187 novel risk variants.
38839884,Schormair B,2024-06-05,Nat Genet,"Genome-wide meta-analyses of restless legs syndrome yield insights into genetic architecture, disease biology and risk prediction."
38658550,Cho C,2024-04-24,Nat Commun,Large-scale cross-ancestry genome-wide meta-analysis of serum urate.
39134668,Shi S,2024-08-12,Nat Genet,A Genomics England haplotype reference panel and imputation of UK Biobank.
29739929,Visconti A,2018-05-08,Nat Commun,"Genome-wide association study in 176,678 Europeans reveals genetic loci for tanning response to sun exposure."
33980691,Martin S,2021-05-12,Diabetes,Genetic evidence for different adiposity phenotypes and their opposing influence on ectopic fat and risk of cardiometabolic disease.
32203549,Richardson TG,2020-03-23,PLoS Med,Evaluating the relationship between circulating lipoprotein lipids and apolipoproteins with risk of coronary heart disease: A multivariable Mendelian randomisation analysis.
36889626,Zhang L,2023-03-06,Osteoarthritis Cartilage,A sex- and site-specific relationship between body mass index and osteoarthritis: evidence from observational and genetic analyses.
26910538,Choi SH,2016-02-24,PLoS Genet,Six Novel Loci Associated with Circulating VEGF Levels Identified by a Meta-analysis of Genome-Wide Association Studies.
32059762,Manousaki D,2020-02-05,Am J Hum Genet,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.
37679419,Lagou V,2023-09-07,Nat Genet,"GWAS of random glucose in 476,326 individuals provide insights into diabetes pathophysiology, complications and treatment stratification."
33339817,Nielsen JB,2020-12-18,Nat Commun,Loss-of-function genomic variants highlight potential therapeutic targets for cardiovascular disease.
34226706,Barton AR,2021-07-05,Nat Genet,Whole-exome imputation within UK Biobank powers rare coding variant association and fine-mapping analyses.
31959995,Schlosser P,2020-01-20,Nat Genet,Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.
35551307,Mahajan A,2022-05-12,Nat Genet,Multi-ancestry genetic study of type 2 diabetes highlights the power of diverse populations for discovery and translation.
37349795,Kang M,2023-06-22,Mol Neurodegener,"A genome-wide search for pleiotropy in more than 100,000 harmonized longitudinal cognitive domain scores."
39930085,Hoffmann TJ,2025-02-10,Nat Genet,"Genome-wide association study of prostate-specific antigen levels in 392,522 men identifies new loci and improves prediction across ancestry groups."
32341527,Landi MT,2020-04-27,Nat Genet,Genome-wide association meta-analyses combining multiple risk phenotypes provide insights into the genetic architecture of cutaneous melanoma susceptibility.
29403010,Kanai M,2018-02-05,Nat Genet,Genetic analysis of quantitative traits in the Japanese population links cell types to complex human diseases.
36653534,Leinonen JT,2023-01-18,Commun Med (Lond),Genetic analyses implicate complex links between adult testosterone levels and health and disease.
39528826,Wang C,2024-11-11,Nat Genet,Genetic architecture of cerebrospinal fluid and brain metabolite levels and the genetic colocalization of metabolites with human traits.
32541925,Vujkovic M,2020-06-15,Nat Genet,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.
30837455,Dudding T,2019-03-05,Nat Commun,Genome wide analysis for mouth ulcers identifies associations at immune regulatory loci.
36477530,Saunders GRB,2022-12-07,Nature,Genetic diversity fuels gene discovery for tobacco and alcohol use.
42066438,Chen G,2026-04-30,EBioMedicine,Multi-ancestry genome-wide association study of serum creatine kinase implicates myopathy genes and muscle pathways.
39547589,Liu Y,2024-11-13,J Hepatol,Genetic study of intrahepatic cholestasis of pregnancy in Chinese women unveils East Asian etiology linked to historic HBV epidemic.
35446786,Li Y,2022-04-21,JCI Insight,Genome-wide studies reveal factors associated with circulating uromodulin and its relations with complex diseases.
20686565,Teslovich TM,2010-08-05,Nature,"Biological, clinical and population relevance of 95 loci for blood lipids."
41238958,Rand SA,2025-11-14,Nat Genet,Genome-wide association study and polygenic risk prediction of hypothyroidism.
30048462,Kim SK,2018-07-26,PLoS One,"Identification of 613 new loci associated with heel bone mineral density and a polygenic risk score for bone mineral density, osteoporosis and fracture."
40307439,Yuan F,2025-04-30,Br J Cancer,Blood metabolic biomarkers and colorectal cancer risk: results from large prospective cohort and Mendelian randomisation analyses.
33067605,Folkersen L,2020-10-16,Nat Metab,"Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals."
37596262,Akbari P,2023-08-18,Nat Commun,A genome-wide association study of blood cell morphology identifies cellular proteins implicated in disease aetiology.
39379762,Huerta-Chagoya A,2024-10-08,Nat Genet,"Rare variant analyses in 51,256 type 2 diabetes cases and 370,487 controls reveal the pathogenicity spectrum of monogenic diabetes genes."
36672889,Farre X,2023-01-05,Genes (Basel),Skin Phototype and Disease: A Comprehensive Genetic Approach to Pigmentary Traits Pleiotropy Using PRS in the GCAT Cohort.
26691988,Fritsche LG,2015-12-21,Nat Genet,A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.
33414548,Lotta LA,2021-01-07,Nat Genet,A cross-platform approach identifies genetic regulators of human metabolism and health.
41882355,Kamitaki N,2026-03-25,Nature,The DNA virome varies with human genes and environments.
31578528,Tin A,2019-10-02,Nat Genet,"Target genes, variants, tissues and transcriptional pathways influencing human serum urate levels."
31070471,Akinkuolie AO,2019-04-11,Arterioscler Thromb Vasc Biol,Group IIA Secretory Phospholipase A2 and Incident Cardiovascular Disease.
30072576,Emilsson V,2018-08-02,Science,Co-regulatory networks of human serum proteins link genetics to disease.
33730874,Said MA,2021-03-18,Arterioscler Thromb Vasc Biol,Genome-Wide Association Study and Identification of a Protective Missense Variant on Lipoprotein(a) Concentration: Protective Missense Variant on Lipoprotein(a) Concentration.
38685053,Elashi AA,2024-04-29,BMC Med Genomics,Genome-wide association study and trans-ethnic meta-analysis identify novel susceptibility loci for type 2 diabetes mellitus.
36762574,Yao M,2023-02-10,J Med Virol,Disentangling the common genetic architecture and causality of rheumatoid arthritis and systemic lupus erythematosus with COVID-19 outcomes: genome-wide cross trait analysis and bi-directional Mendelian randomization study.
23263486,Kottgen A,2012-12-23,Nat Genet,Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.
35688625,Allen RJ,2022-06-10,Thorax,Genome-wide association study across five cohorts identifies five novel loci associated with idiopathic pulmonary fibrosis.
37315093,Agren R,2023-06-01,Mol Biol Evol,Major Genetic Risk Factors for Dupuytren's Disease Are Inherited From Neandertals.
23143594,Tsoi LC,2012-12-01,Nat Genet,Identification of 15 new psoriasis susceptibility loci highlights the role of innate immunity.
36066633,Jansen IE,2022-09-06,Acta Neuropathol,Genome-wide meta-analysis for Alzheimer's disease cerebrospinal fluid biomarkers.
24097068,Willer CJ,2013-10-06,Nat Genet,Discovery and refinement of loci associated with lipid levels.
28139693,Hoffmann TJ,2017-01-31,Nat Commun,Genome-wide association study of prostate-specific antigen levels identifies novel loci independent of prostate cancer.
33637690,He L,2021-02-26,Transl Psychiatry,Exome-wide age-of-onset analysis reveals exonic variants in ERN1 and SPPL2C associated with Alzheimer's disease.
37286573,Iglesias MJ,2023-06-07,Nat Commun,Elevated plasma complement factor H related 5 protein is associated with venous thromboembolism.
23455636,Fritsche LG,2013-03-03,Nat Genet,Seven new loci associated with age-related macular degeneration.
34857772,Png G,2021-12-02,Nat Commun,Mapping the serum proteome to neurological diseases using whole genome sequencing.
33692100,Simcoe M,2021-03-10,Sci Adv,"Genome-wide association study in almost 195,000 individuals identifies 50 previously unidentified genetic loci for eye color."
39375568,Sidorenko J,2024-10-07,Nat Genet,Genetic architecture reconciles linkage and association studies of complex traits.
42014397,Timsina J,2026-04-21,Nat Commun,"GWAS meta-analysis of cerebrospinal fluid Alzheimer's biomarkers reveals loci regulating lipids, brain volume and autophagy."
30061737,Nielsen JB,2018-07-30,Nat Genet,Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.
38191017,Xiao C,2024-01-06,Am J Obstet Gynecol,Genetic contribution of reproductive traits to risk of uterine leiomyomata: a large-scale genome-wide cross-trait analysis.
37264206,Kachuri L,2023-06-01,Nat Med,Genetically adjusted PSA levels for prostate cancer screening.
30054458,Xue A,2018-07-27,Nat Commun,Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.
30504769,Ferkingstad E,2018-11-30,Nat Commun,Genome-wide association meta-analysis yields 20 loci associated with gallstone disease.
39702642,Flanagan J,2024-12-19,Commun Biol,Population-specific reference panel improves imputation quality for genome-wide association studies conducted on the Japanese population.
36349687,Png G,2022-11-09,Hum Mol Genet,Identifying causal serum protein-cardiometabolic trait relationships using whole genome sequencing.
30642921,de Vries PS,2019-01-14,Blood,A genome-wide association study identifies new loci for factor VII and implicates factor VII in ischemic stroke etiology.
33115273,Hoekstra M,2020-10-29,Arterioscler Thromb Vasc Biol,Genome-Wide Association Study Highlights APOH as a Novel Locus for Lipoprotein(a) Levels.
40537477,Bentley AR,2025-06-20,Transl Psychiatry,Multi-ancestry genome-wide association analyses incorporating SNP-by-psychosocial interactions identify novel loci for serum lipids.
24823311,Guan W,2014-05-13,Circ Cardiovasc Genet,Genome-wide association study of plasma N6 polyunsaturated fatty acids within the cohorts for heart and aging research in genomic epidemiology consortium.
30670697,Kilpelainen TO,2019-01-22,Nat Commun,Multi-ancestry study of blood lipid levels identifies four loci interacting with physical activity.
38425181,Asiimwe IG,2024-02-29,Clin Pharmacol Ther,"Genetic Determinants of Thiazide-Induced Hyperuricemia, Hyperglycemia, and Urinary Electrolyte Disturbances - A Genome-Wide Evaluation of the UK Biobank."
40676597,Rajabli F,2025-07-17,Genome Biol,"Multi-ancestry genome-wide meta-analysis of 56,241 individuals identifies known and novel cross-population and ancestry-specific associations as novel risk loci for Alzheimer's disease."
34184762,Gao C,2021-06-29,Genet Epidemiol,"Genome-wide association analysis of serum alanine and aspartate aminotransferase, and the modifying effects of BMI in 388k European individuals."
36333282,Kim YJ,2022-11-04,Nat Commun,"The contribution of common and rare genetic variants to variation in metabolic traits in 288,137 East Asians."
34104963,Thompson A,2021-06-08,Hum Mol Genet,Assessing the impact of alcohol consumption on the genetic contribution to mean corpuscular volume.
24816252,Shin SY,2014-05-11,Nat Genet,An atlas of genetic influences on human blood metabolites.
35589863,Gouveia C,2022-05-19,Sci Rep,Genome-wide association of polygenic risk extremes for Alzheimer's disease in the UK Biobank.
38711861,Abar L,2024-05-06,NAR Genom Bioinform,"Unravelling genetic architecture of circulatory amino acid levels, and their effect on risk of complex disorders."
38701081,Wu X,2024-05-03,PLoS Genet,A comprehensive genome-wide cross-trait analysis of sexual factors and uterine leiomyoma.
37907536,Ottensmann L,2023-10-31,Nat Commun,Genome-wide association analysis of plasma lipidome identifies 495 genetic associations.
33287642,Said MA,2020-12-08,J Am Heart Assoc,Associations of Observational and Genetically Determined Caffeine Intake With Coronary Artery Disease and Diabetes Mellitus.
31959922,Matoba N,2020-01-20,Nat Hum Behav,"GWAS of 165,084 Japanese individuals identified nine loci associated with dietary habits."
32439900,Ntalla I,2020-05-21,Nat Commun,Multi-ancestry GWAS of the electrocardiographic PR interval identifies 202 loci underlying cardiac conduction.
25352340,Benyamin B,2014-10-29,Nat Commun,Novel loci affecting iron homeostasis and their effects in individuals at risk for hemochromatosis.
29343764,Jiang X,2018-01-17,Nat Commun,"Genome-wide association study in 79,366 European-ancestry individuals informs the genetic architecture of 25-hydroxyvitamin D levels."
38200128,Oliveri A,2024-01-10,Nat Genet,Comprehensive genetic study of the insulin resistance marker TG:HDL-C in the UK Biobank.
32154731,Ripatti P,2020-03-10,Circ Genom Precis Med,Polygenic Hyperlipidemias and Coronary Artery Disease Risk.
34651315,Fairfield CJ,2021-12-10,Hepatology,Genome-wide analysis identifies gallstone-susceptibility loci including genes regulating gastrointestinal motility.
27664181,Kawamura R,2016-09-23,Physiol Genomics,Genome-wide association study of plasma resistin levels identified rs1423096 and rs10401670 as possible functional variants in the Japanese population.
32970232,Zhang YX,2020-09-24,Mol Genet Genomics,Three pleiotropic loci associated with bone mineral density and lean body mass.
29892015,Roselli C,2018-06-11,Nat Genet,Multi-ethnic genome-wide association study for atrial fibrillation.
28512139,Mack S,2017-05-16,J Lipid Res,A genome-wide association meta-analysis on lipoprotein (a) concentrations adjusted for apolipoprotein (a) isoforms.
38582945,Gorman BR,2024-04-06,Commun Biol,"A multi-ancestry GWAS of Fuchs corneal dystrophy highlights the contributions of laminins, collagen, and endothelial cell regulation."
32277175,Han X,2020-04-10,J Hum Genet,Genome-wide meta-analysis identifies novel loci associated with age-related macular degeneration.
36653681,Miyazawa K,2023-01-19,Nat Genet,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.
27532455,Sun W,2016-08-17,PLoS Genet,Common Genetic Polymorphisms Influence Blood Biomarker Measurements in COPD.
30297969,Mahajan A,2018-10-08,Nat Genet,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.
36792583,Albinana C,2023-02-15,Nat Commun,Genetic correlates of vitamin D-binding protein and 25-hydroxyvitamin D in neonatal dried blood spots.
28537254,Tsoi LC,2017-05-24,Nat Commun,Large scale meta-analysis characterizes genetic architecture for common psoriasis associated variants.
30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry."
33110245,Ruotsalainen SE,2020-10-27,Eur J Hum Genet,An expanded analysis framework for multivariate GWAS connects inflammatory biomarkers to functional variants and disease.
32493714,Klimentidis YC,2020-06-03,Diabetes,Phenotypic and Genetic Characterization of Lower LDL-C and Increased Type-2 Diabetes Risk in the UK Biobank.
35459240,Said S,2022-04-22,Nat Commun,Genetic analysis of over half a million people characterises C-reactive protein loci.
34910505,van der Meer D,2021-12-15,Sci Adv,The genetic architecture of human cortical folding.
35285134,Temprano-Sagrera G,2022-03-14,J Thromb Haemost,Multi-phenotype analyses of hemostatic traits with cardiovascular events reveal novel genetic associations.
38531894,Tissink EP,2024-03-26,Nat Commun,Abundant pleiotropy across neuroimaging modalities identified through a multivariate genome-wide association study.
42225636,Brito Nunes C,2026-06-01,Nat Commun,"Multi-ancestry, trans-generational GWAS meta-analysis of gestational diabetes and glycaemic traits during pregnancy reveals limited evidence of pregnancy-specific genetic effects."
39256582,Loeb GB,2024-09-10,Nat Genet,Variants in tubule epithelial regulatory elements mediate most heritable differences in human kidney function.
36777996,Zhou W,2022-10-12,Cell Genom,Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease.
20231535,Smith NL,2010-03-15,Circulation,"Novel associations of multiple genetic loci with plasma levels of factor VII, factor VIII, and von Willebrand factor: The CHARGE (Cohorts for Heart and Aging Research in Genome Epidemiology) Consortium."
25961943,Surakka I,2015-05-11,Nat Genet,The impact of low-frequency and rare variants on lipid levels.
28869591,Kemp JP,2017-09-04,Nat Genet,Identification of 153 new loci associated with heel bone mineral density and functional involvement of GPC6 in osteoporosis.
39353893,Bahrami S,2024-10-01,Nat Commun,The genetic landscape of basal ganglia and implications for common brain disorders.
41748903,Reeve MP,2026-02-26,Nat Genet,Genome-wide association analyses of autoimmune hypothyroidism reveal autoimmune and thyroid-specific contributions and an inverse relationship with cancer risk.
19414484,Johnson AD,2009-05-04,Hum Mol Genet,Genome-wide association meta-analysis for total serum bilirubin levels.
39024449,Verma A,2024-07-19,Science,Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.
40545721,Sun Y,2025-06-21,HGG Adv,"Genome-wide association studies and multi-omics integrative analysis reveal novel loci and their molecular mechanisms for circulating polyunsaturated, monounsaturated, and saturated fatty acids."
28334935,Raffield LM,2017-05-15,Hum Mol Genet,Genome-wide association study of iron traits and relation to diabetes in the Hispanic Community Health Study/Study of Latinos (HCHS/SOL): potential genomic intersection of iron and glucose regulation?
40220762,Zhou F,2025-04-11,Cell Genom,Improved genetic discovery and fine-mapping resolution through multivariate latent factor analysis of high-dimensional traits.
29059683,Michailidou K,2017-10-23,Nature,Association analysis identifies 65 new breast cancer risk loci.
21665990,Yu Y,2011-06-10,Hum Mol Genet,Common variants near FRK/COL10A1 and VEGFA are associated with advanced age-related macular degeneration.
39280063,Willems SM,2023-10-20,Wellcome Open Res,Large-scale exome array summary statistics resources for glycemic traits to aid effector gene prioritization.
34059833,Chen J,2021-05-31,Nat Genet,The trans-ancestral genomic architecture of glycemic traits.
30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.
37500982,He D,2023-07-27,Osteoporos Int,A longitudinal genome-wide association study of bone mineral density mean and variability in the UK Biobank.
32242144,Revez JA,2020-04-02,Nat Commun,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.
40175353,Kim JP,2025-04-02,Nat Commun,Cross-ancestry genome-wide association study identifies implications of SORL1 in cerebral beta-amyloid deposition.
34537190,Yousaf A,2021-09-16,J Invest Dermatol,Genome-wide association study identifies three susceptibility loci for trichilemmal cysts.
26974007,Ellinghaus D,2016-03-14,Nat Genet,Analysis of five chronic inflammatory diseases identifies 27 new associations and highlights disease-specific patterns at shared loci.
40465716,Liu TY,2025-06-04,Sci Adv,Diversity and longitudinal records: Genetic architecture of disease associations and polygenic risk in the Taiwanese Han population.
28272467,Heilmann-Heimbach S,2017-03-08,Nat Commun,Meta-analysis identifies novel risk loci and yields systematic insights into the biology of male-pattern baldness.
38964323,Nemkov T,2024-06-27,Cell Metab,Biological and genetic determinants of glycolysis: Phosphofructokinase isoforms boost energy status of stored red blood cells and transfusion outcomes.
34469753,Kachuri L,2021-08-26,Am J Hum Genet,Genetic determinants of blood-cell traits influence susceptibility to childhood acute lymphoblastic leukemia.
39067062,Figueredo J,2024-07-27,Eur J Endocrinol,Uncovering the Shared Genetic Components of Thyroid Disorders and Reproductive Health.
33097823,Pei YF,2020-10-23,Commun Biol,The genetic architecture of appendicular lean mass characterized by association analysis in the UK Biobank study.
34315874,Ward LD,2021-07-27,Nat Commun,GWAS of serum ALT and AST reveals an association of SLC30A10 Thr95Ile with hypermanganesemia symptoms.
38064665,Yang Z,2023-12-08,Blood,Genetic Basis of Altered Platelet Counts and Gestational Thrombocytopenia in Pregnancy.
28334899,Spracklen CN,2017-02-21,Hum Mol Genet,Association analyses of East Asian individuals and trans-ancestry analyses with European individuals reveal new loci associated with cholesterol and triglyceride levels.
37280435,Hawkes G,2023-06-06,Diabetologia,"Genetic evidence that high BMI in childhood has a protective effect on intermediate diabetes traits, including measures of insulin sensitivity and secretion, after accounting for BMI in adulthood."
30894546,Ivarsdottir EV,2019-03-20,Nat Commun,Sequence variation at ANAPC1 accounts for 24% of the variability in corneal endothelial cell density.
35164939,van der Meer D,2022-02-11,Biol Psychiatry,Boosting Schizophrenia Genetics by Utilizing Genetic Overlap With Brain Morphology.
36581621,Huang J,2022-12-29,Nat Commun,Genomics and phenomics of body mass index reveals a complex disease network.
26626624,Stuart PE,2015-11-28,Am J Hum Genet,Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.
38627641,Troubat L,2024-04-17,BMC Genomics,Multi-trait GWAS for diverse ancestries: mapping the knowledge gap.
39789286,Loya H,2025-01-09,Nat Genet,A scalable variational inference approach for increased mixed-model association power.
39277575,DeForest N,2024-09-14,Nat Commun,Genome-wide discovery and integrative genomic characterization of insulin resistance loci using serum triglycerides to HDL-cholesterol ratio as a proxy.
27036123,van Leeuwen EM,2016-04-01,J Med Genet,Meta-analysis of 49 549 individuals imputed with the 1000 Genomes Project reveals an exonic damaging variant in ANGPTL4 determining fasting TG levels.
36376304,Koskeridis F,2022-11-14,Nat Commun,Pleiotropic genetic architecture and novel loci for C-reactive protein levels.
36224396,Yengo L,2022-10-12,Nature,A saturated map of common genetic variants associated with human height.
39939757,Staeger FF,2025-02-12,Nature,"Genetic architecture in Greenland is shaped by demography, structure and selection."
38368726,Liu R,2024-02-17,Mol Immunol,Shared genetic architecture between hypothyroidism and rheumatoid arthritis: A large-scale cross-trait analysis.
34899825,Jiao H,2021-11-25,Front Genet,Pathway Association Studies Reveal Gene Loci and Pathway Networks that Associated With Plasma Cystatin C Levels.
36653479,Kiiskinen T,2023-01-18,Nat Med,Genetic predictors of lifelong medication-use patterns in cardiometabolic diseases.
34302048,Qu HQ,2021-07-23,Commun Biol,Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.
39537608,Koskeridis F,2024-11-13,Nat Commun,Multi-trait association analysis reveals shared genetic loci between Alzheimer's disease and cardiovascular traits.
30531825,Morgan MD,2018-12-10,Nat Commun,Genome-wide study of hair colour in UK Biobank explains most of the SNP heritability.
33972514,Pazoki R,2021-05-10,Nat Commun,Genetic analysis in European ancestry individuals identifies 517 loci associated with liver enzymes.
42109742,Zhao W,2026-04-23,Front Endocrinol (Lausanne),"Cross-ancestry analysis of gestational diabetes mellitus identifies novel loci, drug targets and biological pathways."
30643251,Liu M,2019-01-14,Nat Genet,Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.
39091897,Farashi S,2024-04-22,Ophthalmol Sci,Decreased Circulating Very Small Low-Density Lipoprotein is Likely Causal for Age-Related Macular Degeneration.
27286809,Ligthart S,2016-06-10,BMC Genomics,Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.
38965376,Carey CE,2024-07-04,Nat Hum Behav,Principled distillation of UK Biobank phenotype data reveals underlying structure in human variation.
